Bitvectors: 1000
Bitvector: 0101101010000011110011101100100010101000110000111111100001011001100101111101010100110101010100001010011100110110101001010011101001
Bitvector: 100010001010101010111001101100011000100110010100111101010101111111001110110000010101010011110
Bitvector: 001100111000010111000111001000000000000001110101001111
Bitvector: 11100001001110100100100000100100100110001000100110111011111010100101111101001100
Bitvector: 00001111111001110101111001011010111110001011110010111110110000100011101111001101011000111110
Bitvector: 010100110001101100000011111111110100111101000000010100111100101011000011100110010101001111001001000010101110001110111011000000100100
Bitvector: 0010101111011001011011011110100011110010000100010000000011001001100100110001010100110110001
Bitvector: 1001000101110110010110010000111110010111100000011100010110010
Bitvector: 0000101001011000110011101101010100010010101010101111
Bitvector: 011010100000011111101001101111011101100011010101100011010010011100110101001101100100011010001000110111001000011001111
Bitvector: 100011000011101101010101110100111100101100101001011110001000100000100010000001110111111010100110100111101011
Bitvector: 01110011010
Bitvector: 100100011011111111011110110100
Bitvector: 111010110001100000100011100111101001110000010001010101010101001011011011001011100101010101110010101001110
Bitvector: 010110110010100010000001010
Bitvector: 100000111111001001000101100100001010111101101001010011011011000111010101111011000110111100100100011001010101100001010100110100010110100001
Bitvector: 0000100100101110101
Bitvector: 001110011011110101011110011101100001001101010111001110011110010
Bitvector: 0010111010001101101111001
Bitvector: 0001010011000100010100011101011101101001101011011100000010000100111110110101111111010101101001010010000110000111010110000011111
Bitvector: 110011010001000000001101111011111110000000100000110110010011100111100000101101110110110001111010101
Bitvector: 0111111111110000000100000100110000100111111011101100110110010110000011010111011111101001100111101000
Bitvector: 1010010010
Bitvector: 01100010111111001000101010110000101001101010000111000101010111111010100111010100100
Bitvector: 101101000101110101110011101001001000011010000111111110011100101011001000000011010010001000100001010001000010000011100
Bitvector: 011110101101101101111010011001100010010000000110000111000101101000101011000101000111011000110010100001000011001101100010100001
Bitvector: 110101011110101101001011111001010001101111111111110000101100010110001110100111110000000110010101111101100101001011100101010011000000001100000100110
Bitvector: 1110011010101001100001010111001000111010100101011111001111111100100110111001101101000010011010001001011101101110010010000000011010011111010110101
Bitvector: 0010110010010110011001100010111101011011100010010110010101010011101000011101111111001110111001111101101100010011011001100000101110001011
Bitvector: 00101011000010111011111110011111101101110011110000010100010101111011100110010111011110110010111101001011101011000011010111001101100
Bitvector: 11101100111100000100101001001110001000111100011000
Bitvector: 0000010000011000001111001000011010001110001111110010010000101111000101111110111110111100
Bitvector: 001110011100101111100
Bitvector: 101111110111010111101000100010
Bitvector: 101010101011100111011100001010011100000001001100011010101110011101001000000010110010110110110010010001101101000001011010000111010010110
Bitvector: 1000000101010000111101011111100010111110101100011110100101010010101010100011000010010110110110010011101001001110111111101000110010001111
Bitvector: 101100100110010101111101111011110010111011010111110010001110100011110000101011111110101101100101000100010
Bitvector: 1001110100110101010010011011000111101000100111000101110001110111011011100000111010101101001101101000011101010011001111100
Bitvector: 0001011101001011111010110110000110000001101101011010101010011100011000110001000110001100110
Bitvector: 00111001110010111101100000100000101000000111
Bitvector: 1110011000111000011111000011000001110111111001010110000100
Bitvector: 10001100010111100100111110010101100001111101010011
Bitvector: 101101010011100000100110110101011001010101111111110100011111011111010000000010000100010
Bitvector: 10000000001000111110001000010011000011001011101110001110011010101101001001111110101101111100010010101000101100001111010
Bitvector: 101100010001
Bitvector: 001010010110011101011111101101011011010000111
Bitvector: 0001011010110101000101011100101101011100010010110101011010011010100
Bitvector: 0001100000111101111100001111101101000000100110110001000100110111011100011110011
Bitvector: 00110100100010100011100110111001101110001100011101001101110100000001011101
Bitvector: 0000111111011001101101101100001100000111000100001010101010100001
Bitvector: 0111010110011001000001111101110011001100100100000110001111000000000000101111001001001001001110110001001011110000011000110110010111001001100001111
Bitvector: 011100100011010010000101100011110110110010111
Bitvector: 100100110100110001001100010100010100101011011111101101011111001011001000101100001
Bitvector: 010001000000011101101101001111001
Bitvector: 101111010101
Bitvector: 01000100011011001011100010111101011001101111110101001110010101010000011011001010100010000001111110100101111101111111000100100000100000100
Bitvector: 11100101100100101111001011111000010000001101101
Bitvector: 01100001101010010101110101100010000110000111100100111110001000000011101110001101100
Bitvector: 11110001101001110111100000111000100100011000000110100111100101000010110011100111101000011111010101101011001101
Bitvector: 0001110001000111010010111000010110001010000100011100011100000010111000101110111010010110
Bitvector: 1010100101010010001110110010010100000101100000111111100000000111111111111000000000110111010111011110000111011110000001110101001000
Bitvector: 11110011100001010111001011110111111010010001010111011111000110101010000111101011110110111100010
Bitvector: 11001001001100101011001000001100011101000100000100100000101011101010001111010000100000011101011110010010001001101001100110111110011111
Bitvector: 011001111011010100011010111100000111100110100011100110011100110001010100111000001111101000011
Bitvector: 1010111111111110000100000011110101111010000101110101001011111101000000111110100100101110011111110
Bitvector: 0100101010
Bitvector: 010001001110111100100
Bitvector: 10111101010011
Bitvector: 10100110100110001100110000111000001100
Bitvector: 1111110100110100111
Bitvector: 00101001101000000101110110101011010011110000000101010011110100001000100110100011111001110000011001011100100000110000111101
Bitvector: 1111011011011001010001110100110100010
Bitvector: 01101011100011111001101000001111100011110111010001101111110001101100010101001110100000000101001
Bitvector: 01010101000101011010111011111000111101111000100100010111000001101111001010111111101110010101110001001001000100001000010110101
Bitvector: 111101011011011110110010101101111010011111000100001000110111010001011011
Bitvector: 11100110100000010101001010101000110111110110001001000001010110001100001100000010111110011111100011110011101011100110000011000000000
Bitvector: 00101010001000110111111011110001011101000010001110111011010011100
Bitvector: 010100110010111111101110001010000000010110001101100011000001011101100101011101
Bitvector: 101101000100001100000000110101011110111010010000000001001010000001100100110100001110101111111000111100010101110000011101110110100001101101001
Bitvector: 100001111100110100000101001110
Bitvector: 10011010010011011000100010111101111111000010111111111110010111000101011111101111000001001111000101100000
Bitvector: 10010101000000110100101110010110001011011011000111010101000000000011010110100110010000010111100011010000000001011000111110111111
Bitvector: 001100001111001110010110110001001100000110101001110000111011011010
Bitvector: 100000110101110101010110101100101011001001111101101100101011011111010011001111111100000101101110011010111010000100101100
Bitvector: 0111010010001010
Bitvector: 101100011111000110010011011110
Bitvector: 0101100001111010011111000100011111001001111010100110100110010111000011001110101011001
Bitvector: 1111010100111101010100011111100110100001011000101101001001100000110010000011101101010000001101001111011101100010101000100101010110100101100110010
Bitvector: 1111011100111011000001001000010110111101100001100001101010000000110100110
Bitvector: 01001111001010
Bitvector: 10000010100000011010100100011011011
Bitvector: 00001111111010111101110000011101001100111111000101001000101010111011010100
Bitvector: 111110110100100000001101101111000101000100010100
Bitvector: 010010011110111110011110011110011010000010001000001000000111111
Bitvector: 000000110111100011010110001011000000100000111101001011101001101101
Bitvector: 0011101111
Bitvector: 00010101110000101101001100101100110010110001110010011101100111000010010001111001110000111111110101110111000111101
Bitvector: 11100011101101001111011110110100111110111110001111100010100011100010010100011101100101000100001010110101101100001001110000100010110101111010110
Bitvector: 0111100111111
Bitvector: 1111010100011011100000011100101001010101101111111100000101000101011101101100001011100100
Bitvector: 1110010010000010010110110000001101110001001101000
Bitvector: 0110000100110110010000010000011
Bitvector: 101110010010011111110101111010001000101100000011101100011001000000101
Bitvector: 0010010101101011000111001000010100001110001010000000
Bitvector: 1111100011010000110010010100110001101010011111101010110100
Bitvector: 10101000110001011010000001001001011100011011110111010001101100
Bitvector: 1011110011001100011011101001011011101000001010111001100000001010000000111100001010011101001101010100111100101101111111110111
Bitvector: 001110110110110101101011100101100010100100111111100001100100010101111
Bitvector: 011001011001011101101001111010100000101000110011110110001001010101000111001110111101011111010100
Bitvector: 001100001111000101111001010101000110101111001011111101100101
Bitvector: 101110010011011101000100011011000010101000001010000011010110111010110110011001111110010101110100000101010011
Bitvector: 00101101000001010100101000001110011001000101110001010101011001111010011011001101011110010011010101110100110111101100100101010
Bitvector: 11010001100000100101000101111000101111011010100101011100110101011101000110011111111110110
Bitvector: 0111010101000100101111000110110101010100110011110000100000100010010101100111100100111110010110011010011010001110111
Bitvector: 0111010110111110111110000111110010101010101101100001100101000010011101011110101110100000111101010
Bitvector: 010110000100110111010001010100001011011000010110111001000010011010011111010100011101001110000011
Bitvector: 0111010111111001011011101110011011111111100000
Bitvector: 111001001100011110010010000011010000001010101001101101001001011100101010110101
Bitvector: 001010101010110001110101111100001100001001000111001001010011111000100111000111100010010011000110100100011001001100111010111000010000
Bitvector: 0011000100011000011001001010
Bitvector: 010111000100000110100001011001011001110101000111000010000110000100011100110000100110
Bitvector: 00100010111010010000010001101000001111100111110100000000101110011010000000110110001010100100001001001111011000000011000001110111010111100
Bitvector: 0011000011110000100110001010110001011101100011110000010100001011010101011101100101000100101011001
Bitvector: 11100011000111000111010010111110101010110111000010111001101000010000010101100100111010001000111101111011011000011110000010100000011000011
Bitvector: 10100101111000000101001111010101000101100001010001101110110011001110010010111100000110001000111001110011110100111000110111100
Bitvector: 000110011001001111010100000100100001011111010001110001101101111000010000101000010111101001010000101101101000101101001
Bitvector: 110010111010111101111011011100110110000010001010010101001001001100000101011110
Bitvector: 11100111111000011000000010100001011110011011100101111110011110101101001100001101011010111110000101001000000101110111011101010100010011
Bitvector: 11100000101001111010001100100001111110010000011
Bitvector: 011001110011111010110110100110100111110001011111101
Bitvector: 10011111010110110111
Bitvector: 111001010110000010111011111111001101101110000010100011111101110100010111010100000111011
Bitvector: 101011100001001
Bitvector: 1110001011111100100000101100100001010101010101110011101110101000100111111100001
Bitvector: 000000100101111000
Bitvector: 000010111011011001101
Bitvector: 11011010011
Bitvector: 110101000110101010100000
Bitvector: 001011111101111000100100001100010010101100110101111001011101010101011
Bitvector: 0101101000110010010110101010011101000011110011010101101110001001100110110
Bitvector: 11000010001001100011000000101101011111110000101010010010000011001111110111110001100111101010000110001110010100100101101011
Bitvector: 1001100111010010010010
Bitvector: 101110111101100001101000011111110110
Bitvector: 10011010000101101100000101100100110111110011011101011000111011000110000101000000101011010110100001000111110111001010001001001011000011
Bitvector: 0000111000111001010010000001100011111010001001011111000000111100100000011000100101010011011
Bitvector: 00101100010100110111010010110101100110101011000111100100000010111000110010011011111101110100000101010110011110010111100111100000011110111
Bitvector: 010001111010001011101001000001100000110010010001001110011010001001101000111000100100101000100100011100001101000011101011100110011010001101000000101
Bitvector: 00110010111101011001000101101010100100010011101101100010000
Bitvector: 01110101000110111110110010111110110001010100111111011101001000000111101101100011010011101110000011011101010010011010001111101100101011111001100110
Bitvector: 0100001110000011111010000110011100101101010111100101010111001110010011010111100101011001111110010110000100011111111001101001100011100
Bitvector: 10111010100101110101000010010011010000001001011001001001100100011001011001110101010
Bitvector: 01100001100101110011111111111100100110001001010000100100100110101100010011100100001000110000011010111100011010111101001100101100
Bitvector: 1110011011111110000100111011011110101111110111011000110011011010011011000111110101110001000101011
Bitvector: 0110101100010111110111000100101000111001010
Bitvector: 100011001010111001000000110100110001001110001001010101111001100011110
Bitvector: 111101011000101011001001101100101
Bitvector: 100101100011100001000010010110110111101101101011110010101000101110101010011101101001111010111001101110001111000100100010
Bitvector: 011111110100001101000001111010101001111010000011111011001000000000000010101010010101010001011101010001111010000101101110011
Bitvector: 11110100000000110111010100101110000000101001101110001000111100011000110100011111011111
Bitvector: 110111001001010110010011111000100010011101001100000100010101101100000101000101010010100
Bitvector: 1010010010001010000010011111111100101101101100101110101000010101101110010110110011111001111001001110000101101000001110
Bitvector: 100101100110011001010001111001101011010110111010110010100000110111110001000011011000011100110000000110100111001111010100011111110101011001100010
Bitvector: 0110100100000100100100110110111100111100001011011110100101011111100111101001101111001111101011011011100100101001011111000000001111010110110100111
Bitvector: 0110111100100100001111000101100011110111101010000101110110010101111010001100101000110010101010001110011
Bitvector: 0111111110100001001110011000101001
Bitvector: 01010001100100110111101011011110
Bitvector: 1100110011011111100010011011000010100101101010110111010111000110101
Bitvector: 1101011000011100100101101011
Bitvector: 0110110001111010100101100111110010111011000100111000101100001001111011101110100100001000111010
Bitvector: 11111101011010
Bitvector: 11110111010001000010101001111011100000011010110101000011001101001001010011010011000011110
Bitvector: 11001000011011010011110111010001101010100111110111101111110101110111001110000100001101011011101101101111000110101011100100101110000110100
Bitvector: 100011110111100000101100010000011100010111000100111101100100111011010000100111010111
Bitvector: 10111011110001011001010111011001001010000010001100110111010011011101011011010111100001001001110101011010111
Bitvector: 10010000010101101100011110010101001101101100100000010011110000011011010000000101101000010111011000
Bitvector: 000010101110110110100101101001011111001101111111
Bitvector: 00011001011000100100110110100011101101111010011001110111101010010010
Bitvector: 0010110100100110001010101111011101001001100000000101100101010101100000100011101111111001011001000100101101111011111001100110110
Bitvector: 0110000011100001010111111011010011111001110
Bitvector: 100010110001100111101011111010111101001101001110000010101000100000000011011111010101101100110
Bitvector: 10001110011100011111001100101100100000100011101000101100110100011010100011001001101111110100101100011110100
Bitvector: 010100000010111110011000101
Bitvector: 011100101101010110110101001111010011101000111001101010011101111011000011010101110001010100000000011010011010011
Bitvector: 000001110101
Bitvector: 01010011000010110110110101101110100100000111101001111111100111011011111000000001011001010
Bitvector: 110001101111000111100111110110010101010101001110010001010101110010001101011001
Bitvector: 0000001101011110000100111101011111011111000110011011111110110101001
Bitvector: 010100101100001110110100001011111011000111100001100111010101010000101111101111010
Bitvector: 111101110010110111000111100000100100111110100001101000100111000011111111000010011
Bitvector: 1111000000000000101101100100111101011011011101100100110100110011110110011000000001011000010001111111011010010000010101111001011011110100100011
Bitvector: 10100110100100010110011001110001100000110110000011001010111010110100000001
Bitvector: 110010011110
Bitvector: 111010010100001001101010001010001110101010001001010100011110100011101001101000011000101111001011111
Bitvector: 101100111001001111000001110010110011111001111001111001101000010000000001000
Bitvector: 01111000000011011110000101010110110111000110101110000001011101010100101000010111011110110110001101110101
Bitvector: 0111100011010
Bitvector: 100111110010110000010001101011000111110111001011110010010101001100010000110111000
Bitvector: 1111100111110010100101
Bitvector: 10011110011011001001011111100011010101011101111111001010
Bitvector: 10001100001010101011010110100010000111110010
Bitvector: 101101000010011010101010011101100000010101001100010001110010111100100110101011011001101100000100101100111111001011001111010111100111001010101001
Bitvector: 100101110000100100110000011011101110110011111011001010100100001000011010001010010001110010110000101000100010111001100010110110010010000101
Bitvector: 10000010010011111000001011000010101000100010100010001011100001
Bitvector: 001011000011101010011011111110000100101011000110100010000001111011001010010000111010011101
Bitvector: 10110011010001110100011111011011111001100000100000
Bitvector: 110100001000010100111101010101011110000100100010011001101000010001011111000011100000101110110100011111010000011011110111111111010
Bitvector: 01000111001011010101011100010010101111111110010100110000010010011001001111001100000100001011111001001101
Bitvector: 0010001110000000001010110010001010111111111110001101001100111000011101111101010011001000100110110001011111111000000110101011
Bitvector: 000011111001101011110010101101100000011100110111011011111100110111110011001
Bitvector: 01100101101011000101010000010111001001100000001000010111111000000110101110110111110001010001000001000110010110011111001001110011010000110011111010110
Bitvector: 01011001001101100110101001011111011010000111010111111101011101000011111100110011001010110001110011001000111100110101110101110000101011001111
Bitvector: 00011000101100110000
Bitvector: 110110001011001111011101111100110010001111101011000
Bitvector: 010110101001010011110110001101011110101001101110100100100110000011010100011000111110110100100010111000001110101101010000010000100111001011010101
Bitvector: 00000111100101001111100000010110000001001010001110100110011011011011011111011
Bitvector: 11011000011000100111111110000001
Bitvector: 00101100001000101001000011011110000001111010010000010001100100010011011000110110111000100110000001010110010000110101111001000100001010010010011000
Bitvector: 1000111011111101110010110111111100100111011110000100010110111010101100110100110110100110101111000110100110000111001011
Bitvector: 011001010011110010100101001011000001001010000011101111010001000111110000000110011011010101110010100
Bitvector: 011100101101100101001111001110101111101101000100001010001110100000100010011101010011
Bitvector: 00000110100011000010101100100111101000000010110111010001011000111011101110001010001001100001010010010000
Bitvector: 1111101111110110001111100010011010111000011000111011101000101000100001101001100011001010000110111001011110
Bitvector: 01001101101011010110101110000001101100111110000000000110010110110
Bitvector: 010101011110111101001110001010010101111001111011101101001000110110111100000010001011000110111001111100001110001010101010111111001001011010111111
Bitvector: 101100010111010101111011000011001000010011000001001000100110101000011
Bitvector: 0100110111000010101100111100100010111100101001000010
Bitvector: 10010010000110101100001010011000101011011001000010011100001100010100011010101111011000010100010000011000111111101111110001110000011101010
Bitvector: 1101010010100010101101100001111000111001000101111000011000100010110101011001001000101
Bitvector: 1100001000001010110001110011110111011100100111000100111111110111111111110000110101001011
Bitvector: 111001010011101010101001100011
Bitvector: 1111101110001100110100111011000111010001011110110110110000
Bitvector: 01111011111001111110100011000000011111011000001000000011000011010101100011111101101110000010100011001
Bitvector: 0010010111100001011101000111010101100011000010000101100001111100
Bitvector: 000111000011100101111101110111010001000110
Bitvector: 01111001010001001010101111110011011100000100001011001011000100000010000011001101101011101101110001011100101
Bitvector: 01011011110000001000001110110001110101111001010011110111100
Bitvector: 001101000001001100111000001010100010110111011111100100100101100111101000111000110110010010111110110100110100
Bitvector: 1010011001100
Bitvector: 0011110110111110101110110110111000011001011011111101101010000000100101101011001110111110110000110111000100101001001110001010000100110000
Bitvector: 011101101010011001111000100001110110011111010011110100010000100010000110001111101
Bitvector: 10010000111011001101011111101011000111100010110
Bitvector: 0000001000000101011010001010011100111001000001001101000
Bitvector: 01000101100000000011110001001000001
Bitvector: 111010110001101110111000111011001011
Bitvector: 000000101101111001010110100011000000110110101101
Bitvector: 011011101011001101111011010110011101111101001001010110011101101010000110
Bitvector: 01010110001110111010110100010010110111110011101000001000010011110110
Bitvector: 10110100010110000111
Bitvector: 00001010100110100011000101101100101111110
Bitvector: 1101001011100011101101100101100010010000110101001111111010101010100010011011011001001001001100010001001100010111000111110001001110110101001010
Bitvector: 111001010110000101101001011011100010000010100010001010101001010100101101011101101011101001101000001111100
Bitvector: 101010010110010000111001111000111110011010101011000111001100101
Bitvector: 01111011011000111010001011010011010010110101111101000100101111000111101111100101100000010001101111001101011011011101010111110010
Bitvector: 0100000000101110000010100000100011010011100010011101000001010001001001100111001011001000100011111110000001100011000101100
Bitvector: 0110110110000011100010111101110001000001100000010001011100011010001101001101111111111110010100101000011001101010101111011010010
Bitvector: 1101000110010010100000000100110100011101101000001100011011000111001001011001010111100011111100111101000011100101100
Bitvector: 110101110000
Bitvector: 10011100111101101111110011010010
Bitvector: 1110101110010101111110001001110100000011111001001100101101111000000001010111100010100001110000010000110010000100110100010
Bitvector: 0011001010000111001010010001000001110011100000100111110110011100100110111110101000100000101101110010111001001010001
Bitvector: 010101110101010000100011011010010010001111001111100111100100111110101111110010111111001011011000111101110
Bitvector: 01001100000110110000
Bitvector: 10001100001110010001010110001111011100101011010000000010110110011000001110
Bitvector: 0000010101110010110101111
Bitvector: 11011000110000111000101001101100000001110110000111100110001110111001010000011111000101101001000001001110011101101110001011010000111110010000100110001
Bitvector: 11011000111001001111010011001001111100011110000110010111110110000011001011101010110100101101011110011011100011011000101001100011011111100000010001
Bitvector: 000011001001011100011110001110111101101101011010011011001001010110011010111000110100110000011111100011111000110001100110110110111000001011011
Bitvector: 1101111101101
Bitvector: 11001011000001010101110010101010110010101010110111000000000100100011001011011100111010011111001000
Bitvector: 00001011011010000101000000101101110111101000010000001001110101000010010110010000101001100011101101001001100010100111101000001110000000
Bitvector: 001110000000010010111
Bitvector: 111001000000110000111010011000111000011011100000000111110010111101111010100101001100000011101001000101100101101
Bitvector: 0110101000111110011010110100010100000011101100111011101110010010100010110
Bitvector: 011001110011011111100010000001011110111000010111001111001100110000001011100010100011010100011111001110000100101111011000010001111011110001110001001
Bitvector: 111111110101101111100011010100110111111110000001011110000110001010100001111111000100111111010010111011111101110100000
Bitvector: 0011111001111011100011010
Bitvector: 101110111001011110010101010001100001011000111
Bitvector: 101100110100101000000111101010011001110010110111100100111100001011001000110011010100111
Bitvector: 101001101111000100001001101001000100001010010001100101101001111111000011011011000101101010010001101010101010111110101
Bitvector: 10100100100101001001001110011010010001000001111001011111111010010100110100010
Bitvector: 101001101010100110011111010001100
Bitvector: 11100101001101000110000100001001111010110111001111000111101100000001011101101100110100111011000110011010010000000111
Bitvector: 11101111011110011101110100101101010111000011
Bitvector: 01001110110001110011100000000000111110000100101110010000111101101011111001011001010
Bitvector: 0010011010011010111111010001101100000101101111101110000010100101010111111111110110001100101011001100000100000001010110000101101011000110011110
Bitvector: 11011101000101011000101111111100011110011101010101001001100
Bitvector: 101101110110110101110001011110111100000110001011011111101010011110001100101001110100010000001
Bitvector: 00001010111100000
Bitvector: 010000111000111011000
Bitvector: 1001111010000111101110110110001000101110011101111
Bitvector: 101110001100111000111011010111110101010010111101011100101010010111111111000001101011100111010000001000001111
Bitvector: 000100000110110011000111110001111010011000000011000100001000111010000000011111000110010011101111010010101011001011010100101110001000001101111
Bitvector: 0100111001111101101000101100001011111011111111000001000010100111110100100101101110100010000000000111101101101110001011100001
Bitvector: 01101101100000000010010010010001111111001011000
Bitvector: 0011000000001010000000101001010100001100010000111000110101011010000101001110111111101111011000101100010001
Bitvector: 000010011001111101101001000110001111010011010011110000
Bitvector: 10100110111010001110010100011111011100000000001101100000111011011101111111011110001010011111011101110000110110001000010011101100000000111101111100
Bitvector: 00111011000000111101001111111011101000011001001100110100110001100000101111100010100000000110110011010000100000101101110010000001100100011000100010
Bitvector: 111100101111011010100000100110011011100111111111010010011010010000001000010011101110011011110100110011011001011010100010001001110101010101000111
Bitvector: 10110101000001100001010001010101000101101101011111011100111000111110010110100011110100110100101000
Bitvector: 010001111011101100110
Bitvector: 00111011001010111001000110001000111000100101010000011100101111110111010111110110000100000000010100010110100101111000101100111110101000101
Bitvector: 101001010010100010
Bitvector: 1010110000110010111011011111010100100000111011010111011101011100010100011011111001001010001001101000100010110111101000001
Bitvector: 0001010011111100100100000111100001000001010011101100001110011011001011001101010100101100011111110000110110110000111110
Bitvector: 001001110000101001000110010011101111100001011111
Bitvector: 1011001110010001011000111001111011101100101001101101101101010001001101
Bitvector: 001001101011011101111000001111011010001011011001100110011000110010001101
Bitvector: 111001110110110001000110100110010101100100001001001000110011100101111010000000001101101111111000101
Bitvector: 001000001011000010001000000010001110010010110100101000001101010010010000101110001001100100001111100010
Bitvector: 000100010100011110100
Bitvector: 110011101011111010000101001000011101000010000100111100110111111101111000011111100110000111101101
Bitvector: 011000111110010101110011001110110011011011100100100001010
Bitvector: 010100110010010101111100000101110100001010100100001001010100001001111100001011111011101100011010001000010010111000010011100001
Bitvector: 01011111111101001111101100010010010
Bitvector: 11111000010011000000010101100000101010110001010110011100101111111101100000111111011011001101101100111101100100111110011110011110010010100110011010
Bitvector: 001101101100000001110110001000111110110010100010001001
Bitvector: 0001111110111100010111101101111110100111010010001011110000100000000100000110111010
Bitvector: 10100111100110101101011111100001000011111010101000100110100011011110001110010010111111
Bitvector: 001000110110111101011011110110111001100101110011101001101101110110010110001010000110111011000010110011101110000101100010111100100011111010110
Bitvector: 11001110101001101100010011111100001010100010010000100011110010101101111
Bitvector: 00101111101100011111001001001110001000011001111111010110110011111100010110100010
Bitvector: 11010011110101010011101110000011100001010001011000001101101010011110100000111110110001110111001111100100011011000100111111100100101111101010000
Bitvector: 001010111000011011010100110011101010100001110100001111000011111000100010
Bitvector: 00110110111101001010010010000000101100010001010101100001100110011111110101001001000010010000000001111
Bitvector: 00011001001000111000110010101001101100100110010000101010111110111111010011101101001000100110
Bitvector: 11011000000001101010001001010101000101010100101110100001011110101001000101
Bitvector: 101100110110110101100011011101011111010111011111011010000101011101000111101110010100111100100100011000100110111001011
Bitvector: 11100111011010001110101000101010011010101000101010
Bitvector: 11010101100010101000011001
Bitvector: 100100001111101101001101010010100100100111010000001100011001101011101111011001001111100110010011001101001111001010110
Bitvector: 100100100001100
Bitvector: 01000000000011111100000000110100111100001010
Bitvector: 1110101110001
Bitvector: 10101011101110110101011011010011010101011001
Bitvector: 000101000100111111010101010011110000111010000001010001100111101011000010101
Bitvector: 01101101100
Bitvector: 1000001010100
Bitvector: 1111110110101001111000100110001101111111101100101
Bitvector: 0000000000011001111011011101011101000101000
Bitvector: 1100100000101100100101
Bitvector: 0010000000010001111000010111100011111101101111010
Bitvector: 011101110000011100011001001100111111100010001110110000101010101011000011010011010100000101010010100001011101001101001010001000111100
Bitvector: 01010111011011111100011110101110000000010100101000100111111101010111010100
Bitvector: 1111111000111111110000111101110010100011011110111001010
Bitvector: 1101101110110111000101110110100010010001011000011100110001001101111101101111101100110011
Bitvector: 011111101100100000100100100110111001101111001000001
Bitvector: 010011111000110111101101010000000110010000111100010101111000111111010110001101010111101010100100110011010110011101101
Bitvector: 0111101100110001011011010100100101111110111100100100111011010101111111111101111010101010111001111110011001110101001101100011010011010011111000001
Bitvector: 0010100101000100111110111101011001111011110010111000101010001100100000101111001010000001110001
Bitvector: 1011011001111010101001111001100001111000011110000000010110101001111010100111001010111100
Bitvector: 001100001011110101101000001100101001011000111011010111001011011110000110101101001011100001100101000010001001
Bitvector: 011011101010111100000101110000110100100001000011110000010001001000011001000100101100001111111101111110010000110100110110
Bitvector: 1001001100111001001110100000110101000001100100101001001010111001100000101111011010
Bitvector: 10111011011001000000001111110011001101011100111101
Bitvector: 0011100000111101101010110001100011001000001110110101100101100000010111101000110000011000000001101000100010
